Time,Temp,I,dIdt,cumI,CO2,rate,extent
5900.8,543.5917,0.00995212,3.840400000000012e-06,52.90521480000002,64.9,64.9,25.76161181028444
5946.9,551.4009,0.0100231,-5.475000000000067e-07,53.36668750000002,65.68,65.68,26.04445318561524
5993.0,559.4164,0.009952599999999999,-1.7500000000000762e-06,53.827322000000024,66.39,66.39,26.330521959086983
6039.1,567.0596,0.009877259999999999,-1.4336000000000082e-06,54.28435030000002,61.58,61.58,26.607709972573605
6085.2,572.0151,0.00981372,-1.4852000000000718e-06,54.73829280000002,55.34,55.34,26.860963254880836
6131.3,572.4818,0.00974292,-1.5825999999999804e-06,55.18910810000002,51.17,51.17,27.09166807098196
6177.4,572.5256,0.00966842,-1.5403999999999641e-06,55.636546500000016,47.99,47.99,27.3064525002805
6223.5,572.5798,0.0096028,-1.3765000000000348e-06,56.080713500000016,45.58,45.58,27.50912877145299
6269.6,572.398,0.009543399999999999,3.6171999999999787e-06,56.52199080000002,43.48,43.48,27.702036206641857
6315.7,572.1489,0.009046130000000006,-3.2367899999999884e-05,56.96202895000001,41.53,41.53,27.886171183796645
6361.8,571.8701,0.0073897599999999935,-3.249539999999997e-05,57.33990840000001,71.35,71.35,28.130673668460005
6407.9,571.5956,0.006045230000000009,-2.5770800000000072e-05,57.64849985,1517.81,1517.81,31.572856238690534
6454.0,571.4253,0.0050038,-1.9728e-05,57.902176,1587.33,1587.33,38.29871064361252
6500.1,571.4,0.004229679999999995,-1.4108699999999933e-05,58.1142265,1472.96,1472.96,44.92741819845343
6546.2,571.2234,0.0037030600000000015,-8.893800000000015e-06,58.296013699999996,1269.39,1269.39,50.86745530703387
6592.3,571.0557,0.003378889999999999,-5.896599999999978e-06,58.45886104999999,1072.27,1072.27,55.93958224038617
6638.4,570.8248,0.0031676000000000013,-3.6040000000000264e-06,58.60926779999999,898.23,898.23,60.20776213079322
6684.5,570.6534,0.0030262,-2.3894999999999786e-06,58.751832499999985,763.7,763.7,63.8075673605645
6730.6,570.4587,0.0029482199999999992,-1.301599999999999e-06,58.88937549999999,652.59,652.59,66.87530676527635
6776.7,570.3608,0.00289863,-9.431999999999928e-07,59.024078349999996,564.19,564.19,69.51089972495636
6822.8,570.1895,0.0028589199999999996,-7.748000000000156e-07,59.156773199999996,499.42,499.42,71.81472048782666
6868.9,570.0646,0.0028333300000000002,-5.244999999999917e-07,59.28785204999999,437.17,437.17,73.84341097428
6915.0,570.0295,0.0028045,-6.65000000000008e-07,59.41779749999999,387.63,387.63,75.62995995860267
6961.1,569.8794,0.00277445,-6.288999999999655e-07,59.54634974999999,343.59,343.59,77.21381101136264
7007.2,569.7692,0.00274784,-4.451999999999971e-07,59.67359419999998,309.62,309.62,78.62868936011309
7053.3,569.7307,0.00273101,-3.334000000000005e-07,59.799885649999986,279.76,279.76,79.90530943816849
7099.4,569.6407,0.00271536,-3.399999999999961e-07,59.92546919999999,254.93,254.93,81.06346884217851
7145.5,569.5071,0.00270135,-3.1099999999999075e-07,60.05031824999999,232.3,232.3,82.11882803426327
7191.6,569.459,0.00268668,-3.568000000000062e-07,60.1745076,214.15,214.15,83.08585615508149
7237.7,569.3979,0.002674,-2.86900000000018e-07,60.298004799999994,196.87,196.87,83.97614151339415
7283.8,569.3333,0.0026581,-2.4099999999999206e-07,60.420903499999994,181.77,181.77,84.79629052821464
7329.9,569.2108,0.00265101,-2.0030000000000592e-07,60.543244849999994,168.78,168.78,85.55559550694196
7376.0,569.1593,0.002644,-1.0000000000001328e-07,60.665197,156.76,156.76,86.26072784976009
7422.1,569.1305,0.00263437,-2.305000000000194e-07,60.78685035,145.76,145.76,86.91599797432032
7468.2,569.0336,0.002622,-2.3179999999999748e-07,60.90799540000001,136.39,136.39,87.52714588402768
7514.3,568.9855,0.00261671,-1.600000000000039e-07,61.02870595000001,127.82,127.82,88.0994350537026
7560.4,568.9034,0.00260308,-1.6960000000000967e-07,61.149051600000014,119.34,119.34,88.63479325807359
7606.5,568.9034,0.0026004,-2.7000000000000763e-07,61.26904650000001,111.91,111.91,89.13568978162428
7652.6,568.7733,0.0025880400000000002,-4.440000000000692e-08,61.388531400000005,105.73,105.73,89.60710651410244
7698.7,568.7548,0.002588,-1.800000000000124e-07,61.50788059999999,99.42,99.42,90.05146941921129
7744.8,568.7208,0.00258348,4.56000000000036e-08,61.62689079999999,93.88,93.88,90.47016476192415
7790.9,568.67,0.00257791,-1.3730000000001577e-07,61.74593474999999,88.73,88.73,90.8657051475051
7837.0,568.5584,0.0025753,-1.0999999999997557e-07,61.86471349999999,84.03,84.03,91.23991004873156
7883.1,568.5995,0.00256769,-1.6689999999999398e-07,61.98323424999999,79.7,79.7,91.59455561760055
7929.2,568.5967,0.00256116,-7.159999999997587e-08,62.10143039999999,75.36,75.36,91.93042162815954
7975.3,568.5575,0.00256047,-3.5300000000009984e-08,62.21946064999999,70.53,70.53,92.24642506089819
8021.4,568.4509,0.00255786,-5.719999999998975e-08,62.33739549999999,67.48,67.48,92.54536010615324
8067.5,568.3986,0.00255425,-1.6250000000001615e-07,62.455228749999996,63.96,63.96,92.8300642750419
8113.6,568.3879,0.00254336,-9.480000000001559e-08,62.5727166,60.78,60.78,93.10025598249148
8159.7,568.3452,0.00254206,-5.96999999999909e-08,62.690002099999994,58.03,58.03,93.35760307854794
8205.8,568.3444,0.002542,-6.159999999999007e-08,62.807188599999975,55.09,55.09,93.60262541257627
8251.9,568.3635,0.002538,-6.199999999986674e-09,62.92425719999998,52.44,52.44,93.83553958847858
8298.0,568.2867,0.0025382,3.3400000000001567e-07,63.04128799999998,49.27,49.27,94.05584741728005
8344.1,568.1669,0.0025909700000000006,1.6961000000000042e-06,63.159174249999985,47.78,47.78,94.26606150424479
8390.2,568.1705,0.0026695799999999987,4.143999999999789e-07,63.28049689999999,46.01,46.01,94.46921430400185
8436.3,568.1487,0.002667559999999999,7.703999999999912e-07,63.40285079999999,50.33,50.33,94.67789050326184
8482.4,568.1566,0.0027103599999999998,1.2083999999999855e-06,63.526683599999984,41.87,41.87,94.87759930097589
8528.5,572.5537,0.0027741999999999997,1.3110000000000119e-06,63.65309,20.36,20.36,95.01239190923776
8574.6,581.5135,0.00283444,1.3301999999999962e-06,63.782286,19.55,19.55,95.09883852655629
8620.7,590.338,0.002889120000000001,1.2620999999999985e-06,63.9142322,21.91,21.91,95.188642504357
8666.8,598.3164,0.0029508799999999986,1.3104000000000027e-06,64.0489214,24.91,24.91,95.29005645130897
8712.9,606.1155,0.003024669999999999,1.9321999999999724e-06,64.18654055,27.45,27.45,95.40347025443594
8759.0,614.2036,0.0031176,1.91e-06,64.328208,30.14,30.14,95.5282124416415
8805.1,621.9686,0.0031951800000000006,1.6089999999999974e-06,64.47379950000001,32.68,32.68,95.66428301292564
8851.2,629.6993,0.003278120000000002,2.1175999999999863e-06,64.6228956,34.64,34.64,95.81010075980319
8897.3,637.5498,0.00335765,8.926000000000352e-07,64.77630745,36.12,36.12,95.96336968091214
8943.4,645.3508,0.00337632,-2.400000000000953e-08,64.9317084,37.05,37.05,96.12185875606114
8989.5,652.9962,0.003369,-2.845000000000126e-07,65.08715550000001,36.54,36.54,96.28125756759886
9035.6,660.9431,0.00334544,-4.1079999999998205e-07,65.24197980000001,32.37,32.37,96.43051931651941
9081.7,667.9168,0.0033346599999999997,-2.482999999999881e-07,65.3959878,28.88,28.88,96.56318920654094
9127.8,669.7619,0.0033208800000000004,-2.955999999999973e-07,65.5494566,26.57,26.57,96.68329607024205
9173.9,669.4932,0.00331122,-2.4390000000001615e-07,65.70233789999999,24.62,24.62,96.79417560771475
9220.0,669.3481,0.0033,-2.7999999999998514e-07,65.854715,21.71,21.71,96.89452819554654
9266.1,669.2369,0.0032817799999999998,2.5179000000000856e-06,66.0064602,21.18,21.18,96.98742960914693
9312.2,669.153,0.00351522,2.8595999999998557e-06,66.16303410000002,19.86,19.86,97.07632385055891
9358.3,668.9371,0.0035143400000000003,-1.1829999999998323e-07,66.3251395,52.54,52.54,97.23314507566192
9404.4,668.6799,0.00350712,-1.5079999999999873e-07,66.48699580000002,237.63,237.63,97.86166461831579
9450.5,668.5314,0.00349895,-1.5749999999998298e-07,66.64850925000002,152.9,152.9,98.70756783709308
9496.6,668.3591,0.00349468,-6.000000000000493e-08,66.80972200000002,89.24,89.24,99.23205252557985
9542.7,668.3007,0.0034891899999999997,-1.907999999999967e-07,66.97076395000002,56.49,56.49,99.54770939207516
9588.8,668.1204,0.0034811200000000003,-1.4999999999997914e-07,67.1314222,28.05,28.05,99.73082633089018
9634.9,667.9571,0.00347551,-1.201999999999927e-07,67.29177495,20.13,20.13,99.8351860909104
9681.0,667.8359,0.0034711,-4.2000000000021625e-08,67.45188150000001,12.35,12.35,99.90553903830468
9727.1,667.7368,0.00346829,-1.4130000000001607e-07,67.61187635000002,7.52,7.52,99.94857823364718
9773.2,667.6121,0.00346132,-1.2360000000001042e-07,67.7715968,4.49,4.49,99.9745923622865
9819.3,667.5256,0.00345607,-1.3999999999999257e-07,67.93106545,2.44,2.44,99.98960301270037
9865.4,667.5034,0.0034488400000000003,-1.900000000000209e-07,68.0902346,1.04,1.04,99.9971408284926
9911.5,667.5062,0.00344185,-6.000000000000905e-08,68.24901725000001,0.14,0.14,99.9996967545371
9957.6,667.3445,0.00343824,-1.603999999999726e-07,68.4076326,0.0,0.0,100.0
10003.7,667.2791,0.003432,-5.630000000000948e-08,68.5659534,0.0,0.0,100.0
10049.8,667.1978,0.00342902,-1.2979999999996526e-07,68.72413409999997,0.0,0.0,100.0
10095.9,667.1758,0.00342341,-9.41000000000064e-08,68.88206364999998,0.0,0.0,100.0
10142.0,667.0811,0.0034197999999999997,-2.8000000000015858e-08,69.03979399999999,0.0,0.0,100.0
10188.1,667.0344,0.00341819,-8.240000000000476e-08,69.19742984999998,0.0,0.0,100.0
10234.2,667.0175,0.003415,-4.1600000000022104e-08,69.35491299999997,0.0,0.0,100.0
10280.3,666.9115,0.00341297,-4.969999999998616e-08,69.51230374999996,0.0,0.0,100.0
10326.4,666.834,0.003412,-3.280000000000397e-08,69.66959179999996,0.0,0.0,100.0
10372.5,666.8267,0.003408,-4.499999999998754e-08,69.82679499999996,0.0,0.0,100.0
10418.6,666.7225,0.0034062800000000002,-6.859999999999585e-08,69.98389519999996,0.0,0.0,100.0
10464.7,666.6481,0.003403,-7.469999999998948e-08,70.14084409999997,0.0,0.0,100.0
10510.8,666.6889,0.00339784,-1.2999999999998864e-07,70.29763259999996,0.0,0.0,100.0
10556.9,666.6827,0.00339231,-7.000000000001124e-08,70.45413824999997,0.0,0.0,100.0
10603.0,666.6263,0.003392,-4.300000000000918e-08,70.61050099999994,0.0,0.0,100.0
10649.1,666.5944,0.003388,-9.999999999999354e-08,70.76677579999995,0.0,0.0,100.0
10695.2,666.5343,0.00338248,-1.2480000000002658e-07,70.92283899999994,0.0,0.0,100.0
10741.3,666.454,0.003378,-5.520000000000667e-08,71.07864639999993,0.0,0.0,100.0
10787.4,666.4858,0.00337374,-9.040000000000365e-08,71.2342938999999,0.0,0.0,100.0
10833.5,666.4487,0.003372,-3.399999999999649e-08,71.38976699999992,0.0,0.0,100.0
10879.6,666.3869,0.003369,-7.960000000000295e-08,71.54515239999992,0.0,0.0,100.0
