Time,Temp,I,dIdt,cumI,CO2,rate,extent
10234.2,665.0539,0.00638432,-7.18000000000009e-07,96.40551780000008,431.32,431.32,93.36835642620079
10280.3,664.9541,0.0063760299999999995,1.8000000000001522e-07,96.69951795000007,348.91,348.91,94.72229385177783
10326.4,664.9294,0.006373480000000001,-3.2120000000001164e-07,96.99366640000008,281.04,281.04,95.81544956386566
10372.5,664.9681,0.006356499999999999,-5.899999999999981e-07,97.2870725000001,226.71,226.71,96.69655094145531
10418.6,664.8861,0.00633128,-1.9279999999999397e-07,97.57929520000009,182.95,182.95,97.40743620062496
10464.7,664.8286,0.0063177699999999995,-4.935000000000141e-07,97.87097725000008,147.53,147.53,97.98091996875064
10510.8,664.8428,0.0062956800000000005,-2.692000000000031e-07,98.16167020000007,118.32,118.32,98.44225094114296
10556.9,664.7625,0.00628624,-2.8070000000001283e-07,98.45170030000008,94.72,94.72,98.81194042904389
10603.0,664.7059,0.0062691000000000005,-5.380000000000011e-07,98.7411205000001,75.47,75.47,99.10727207542888
10649.1,664.6501,0.0062396299999999995,-5.099000000000187e-07,99.02944175000009,59.99,59.99,99.34233656111732
10695.2,664.6652,0.0062199199999999994,-3.703999999999736e-07,99.3166090000001,47.33,47.33,99.52856954948348
10741.3,664.6528,0.0062048699999999995,-2.083000000000029e-07,99.60297585000009,37.09,37.09,99.67506404145024
10787.4,664.6581,0.0062017800000000005,-1.4219999999997667e-07,99.88893350000009,28.86,28.86,99.7895074404695
10833.5,664.6219,0.0061899500000000005,-9.875000000000033e-07,100.17455325000009,22.3,22.3,99.87828567085351
10879.6,664.5557,0.0059410399999999955,-6.5144000000000125e-06,100.4568550000001,17.1,17.1,99.94665670832674
10925.7,664.5008,0.005819729999999999,-1.2245999999999681e-06,100.7270118500001,6.82,6.82,99.98816521635617
10971.8,664.5141,0.0057704800000000014,-1.0492000000000426e-06,100.99423880000009,0.0,0.0,100.0
11017.9,664.4894,0.00573205,-6.284000000000014e-07,101.25925965000008,0.0,0.0,100.0
11064.0,664.4045,0.0057112000000000005,-4.700000000000277e-07,101.5229670000001,0.0,0.0,100.0
11110.1,664.3357,0.005687960000000001,-4.897999999999948e-07,101.7856636000001,0.0,0.0,100.0
11156.2,664.3225,0.00566614,-4.276000000000239e-07,102.0473373000001,0.0,0.0,100.0
11202.3,664.3181,0.0056483900000000005,-4.1310000000001436e-07,102.30810195000008,0.0,0.0,100.0
11248.4,664.3047,0.005630319999999999,-3.9520000000000243e-07,102.56799540000009,0.0,0.0,100.0
11294.5,664.2641,0.0056112,-3.8315000000000174e-06,102.82705950000008,0.0,0.0,100.0
11340.6,662.9702,0.004866659999999997,-1.6802199999999922e-05,103.07522150000008,0.0,0.0,100.0
11386.7,653.5556,0.004491009999999993,-7.86349999999997e-06,103.29097525000009,0.0,0.0,100.0
