target,feature_set,best_model,best_R2,best_MAE,best_MAE_pct
extent,I,RandomForest,0.9713641410691735,4.212094104879604,4.212094104879604
extent,dIdt,RandomForest,0.20410391490854085,30.85140846448039,30.85140846448039
extent,cumI,RandomForest,0.9976974755059822,0.7049172752448118,0.7049172752448118
extent,all,HistGradientBoosting,0.9993075837834849,0.7215844828544168,0.7215844828544168
rate,I,RandomForest,0.39929381847988865,65.16324089409838,4.105210693056793
rate,dIdt,KNN(k=5),0.3955557159039381,76.88505084745763,4.843671501669951
rate,cumI,RandomForest,0.7632668653122312,27.233093211326327,1.715654162104057
rate,all,KNN(k=5),0.6374134957080225,37.79461016949153,2.3810178204589802
