t,Resistance,Soot left-mg
976.0,1484.1269838,0.5000006531155098
977.0,1483.4656081,0.49999912768709326
978.0,1482.8042324,0.4999976022586768
979.0,1482.1428567,0.49999607683026026
980.0,1481.481481,0.4999945514018438
981.0,1480.8259583,0.4999930259734273
982.0,1480.1704356,0.49999150054501085
983.0,1479.5149129000001,0.4999899751165943
984.0,1478.8593902,0.49998844968817785
985.0,1478.2038675,0.4999869242597614
986.0,1477.5483448,0.4999853988313449
987.0,1476.8928221,0.4999838734029284
988.0,1476.2372994,0.4999823479745119
989.0,1475.5817766999999,0.49998082254609544
990.0,1474.926254,0.49997929711767897
991.0,1474.2765067,0.49997777168926244
992.0,1473.6267594,0.49997624626084597
993.0,1472.9770121,0.4999747208324295
994.0,1472.3272648,0.499973195404013
995.0,1471.6775175,0.4999716699755965
996.0,1471.0277702,0.49997014454718003
997.0,1470.3780229000001,0.49996861911876356
998.0,1469.7282756,0.4999670936903471
999.0,1469.0785283,0.49996556826193056
1000.0,1468.428781,0.4999640428335141
1001.0,1467.9987872000002,0.4999625174050976
1002.0,1467.5687934,0.49996099197668115
1003.0,1467.1387996,0.4999594665482646
1004.0,1466.7088058,0.49995794111984815
1005.0,1466.278812,0.4999564156914317
1006.0,1465.8488182,0.4999548902630152
1007.0,1465.4188244,0.4999533648345987
1008.0,1464.9888306,0.4999518394061822
1009.0,1464.5588367999999,0.49995031397776574
1010.0,1464.128843,0.4999487885493492
1011.0,1463.7013602,0.49994726312093274
1012.0,1463.2738774,0.49994573769251627
1013.0,1462.8463946,0.4999442122640998
1014.0,1462.4189118,0.49994268683568327
1015.0,1461.991429,0.49994097392960957
1016.0,1461.5639462,0.49993921415412146
1017.0,1461.1364634,0.4999374543786334
1018.0,1460.7089806,0.49993569460314535
1019.0,1460.2814978,0.49993393482765724
1020.0,1459.854015,0.4999321750521692
1021.0,1459.6412083,0.49993041527668114
1022.0,1459.4284016,0.4999286555011931
1023.0,1459.2155948999998,0.499926895725705
1024.0,1459.0027882,0.4999251359502169
1025.0,1458.7899815,0.4999233761747289
1026.0,1458.5771748,0.49992161639924076
1027.0,1458.3643680999999,0.4999198566237527
1028.0,1458.1515614,0.49991809684826466
1029.0,1457.9387547000001,0.4999163370727766
1030.0,1457.725948,0.4999145772972885
1031.0,1457.5137608,0.49991281752180045
1032.0,1457.3015736,0.4999110577463124
1033.0,1457.0893864,0.4999092979708243
1034.0,1456.8771992,0.49990753819533623
1035.0,1456.665012,0.4999057784198482
1036.0,1456.4528248000001,0.4999040186443601
1037.0,1456.2406376000001,0.499902258868872
1038.0,1456.0284504,0.49990049909338397
1039.0,1455.8162632,0.4998987393178959
1040.0,1455.604076,0.4998969795424078
1041.0,1454.7614687,0.49989521976691975
1042.0,1453.9188614,0.4998934599914317
1043.0,1453.0762541000001,0.49989170021594365
1044.0,1452.2336468,0.49988994044045554
1045.0,1451.3910395,0.4998881806649675
1046.0,1450.5484322,0.49988642088947943
1047.0,1449.7058249,0.4998846611139913
1048.0,1448.8632176,0.49988290133850327
1049.0,1448.0206103,0.4998811415630152
1050.0,1447.178003,0.49987938178752717
1051.0,1446.760347,0.49987762201203906
1052.0,1446.342691,0.499875862236551
1053.0,1445.925035,0.49987410246106295
1054.0,1445.5073790000001,0.49987234268557484
1055.0,1445.089723,0.4998705829100868
1056.0,1444.672067,0.49986882313459874
1057.0,1444.2544110000001,0.4998670633591107
1058.0,1443.836755,0.4998653035836226
