Time-DC,Resistance,Soot left-mg
3457.5,650.4116798499999,0.49158113625
3503.6,627.515723264,0.491450695
3549.7,617.2839506,0.49132235440000005
3595.8,607.61271253,0.49119551424999996
3641.9,598.8023952,0.4910698745
3688.0,584.7953216,0.49094543515
3734.1,580.0174754530001,0.49082259624999997
3780.2,571.363636336,0.49070115785
3826.3,561.7977528,0.49057911925
3872.4,548.729958596,0.4904560803
3918.5,540.5405405,0.4903321411
3964.6,533.450904538,0.49020750165000004
4010.7,526.3157895,0.49008236205000005
4056.8,520.8333333,0.4899567223
4102.9,514.6973301370001,0.4898305824
4149.0,507.6142132,0.48970374225
4195.1,500.0,0.4895759018
4241.2,494.75686488800005,0.4894471611
4287.3,487.804878,0.4893170199
4333.4,478.4688995,0.48918447795
4379.5,474.046490645,0.4890490351
4425.6,468.2550129399999,0.48891129155
4471.7,462.962963,0.48877134725
4517.8,458.7155963,0.48862750175
4563.9,452.4886878,0.4884788547
4610.0,444.4444444,0.48832600635
4656.1,437.42817741499994,0.48817005700000005
4702.2,429.1845494,0.4880111067
4748.3,422.244868801,0.48784805515
4794.4,417.64295675600005,0.48768150245
4840.5,413.13811516,0.4875110485
4886.6,408.73201740199994,0.487335593
4932.7,402.788573684,0.4871549358
4978.8,395.445134576,0.48696947715
5024.9,389.88022861600007,0.48677851675
5071.0,384.46802239000004,0.48658265475
5117.1,378.7878788,0.48638239140000006
5163.2,375.489284992,0.4861753259
5209.3,371.844310055,0.48596095804999995
5255.4,366.3003663,0.4857391879
5301.5,362.3188406,0.48551031545
5347.6,359.7122302,0.4852743408
5393.7,355.40496201,0.48503046365
5439.8,350.90190266199994,0.48477798375
5485.9,347.718253935,0.4845158008
5532.0,344.8275862,0.48424411485
5578.1,341.51900506899995,0.48396132534999997
5624.2,337.360087338,0.4836666321
5670.3,333.3333333,0.48336113545000003
5716.4,329.7316137840001,0.48304493540000004
5762.5,326.53126395,0.4827165315
5808.6,323.6245955,0.48237282275
5854.7,320.031539278,0.482013309
5900.8,316.37583356,0.4816396908
5946.9,313.4796238,0.4812524683
5993.0,310.2705613,0.48084904065000006
6039.1,306.83341202599996,0.48042880769999996
6085.2,303.47241410400005,0.47999156935000004
6131.3,300.3003003,0.47953542499999996
6177.4,297.85003552600006,0.4790596745
6223.5,295.24886881500004,0.4785638176
6269.6,292.3976608,0.47804665395
6315.7,289.37756554500004,0.47750818359999997
6361.8,286.38559149199995,0.4769459057
6407.9,282.65392679300004,0.47635671924999995
6454.0,280.58414376,0.4757411245
6500.1,277.770083124,0.4750983211
6546.2,274.7252747,0.47442650854999996
6592.3,272.30926427199995,0.47372608694999996
6638.4,269.65833760800007,0.47299565585000003
6684.5,267.05882352,0.47223241434999996
6730.6,264.50838328599997,0.4714336616
6776.7,262.4671916,0.47059939765000003
6822.8,260.22727274,0.46973012259999997
6868.9,257.80521594,0.46882313564999994
6915.0,255.42825825,0.46787703630000005
6961.1,253.73642614399998,0.4668887236
7007.2,251.2562814,0.4658571972
7053.3,249.171846499,0.46478055655
7099.4,246.95025053800003,0.463656801
7145.5,245.369032125,0.46248423000000005
7191.6,243.902439,0.46126104300000004
7237.7,242.7184466,0.45998954070000003
7283.8,240.74374419999998,0.45866582185
7329.9,239.240186837,0.45728368455
7376.0,237.5296912,0.45584362894999997
7422.1,236.28953121199999,0.45434555494999995
7468.2,234.741784,0.45278406089999995
7514.3,233.1002331,0.45115814645
7560.4,231.4814815,0.4494661111
7606.5,230.4147465,0.4477012527
7652.6,229.8850575,0.4458630711
7698.7,228.378420748,0.44395206645
7744.8,227.7904328,0.44196603805
7790.9,227.22634510700004,0.43990058455000003
7837.0,225.88684718,0.43775080435
7883.1,225.2252252,0.4355126962
7929.2,224.7191011,0.4331861601
7975.3,223.7136465,0.43077229635000003
8021.4,223.2142857,0.4282683041
8067.5,222.34595395,0.42567168250000004
8113.6,222.2222222,0.4229725285
8159.7,221.72949,0.42017034189999997
8205.8,221.72949,0.41726282195000003
8251.9,221.2389381,0.4142550703
8298.0,220.7505519,0.41115128824999997
8344.1,220.7505519,0.4079383717
8390.2,221.2389381,0.40460541715
8436.3,221.2389381,0.40115192445
8482.4,221.2389381,0.39758719659999997
8528.5,221.2389381,0.39390343105
8574.6,221.72949,0.3900954262
8620.7,222.2222222,0.38616548275
8666.8,222.7171492,0.38212190335
8712.9,223.2142857,0.37795648545
8759.0,224.16508659,0.37364782215
8805.1,224.7191011,0.36921311905000004
8851.2,225.7336343,0.36465657735
8897.3,226.7573696,0.3599613918
8943.4,228.3105023,0.3551440676
8989.5,229.331555885,0.3502142078
9035.6,230.9468822,0.34517871455
9081.7,232.11028976000006,0.3400230833
9127.8,233.6448598,0.33472950840000004
9173.9,235.2941176,0.32932129725000003
9220.0,236.9668246,0.3238065524
9266.1,238.6634845,0.3182029794
9312.2,239.93497511800004,0.31250577684999997
9358.3,242.03132492699996,0.30669193735
9404.4,243.902439,0.30077066385
9450.5,245.73050435000002,0.2947480583
9496.6,247.93012799800002,0.28863392375
9542.7,249.3765586,0.28244986715
9588.8,250.6265664,0.27619858925
9634.9,253.164557,0.26985788305
9681.0,254.4529262,0.2634550572
9727.1,255.1020408,0.25699831424999997
9773.2,256.621185136,0.25048555364999997
9819.3,258.3979328,0.24394118299999998
9865.4,259.0673575,0.23733209185
9911.5,260.4166667,0.2306911907
9957.6,261.7801047,0.22405289034999998
10003.7,262.4671916,0.217405187
10049.8,263.1578947,0.2107549829
10095.9,263.8522427,0.20410107759999999
10142.0,264.69060956,0.1974497731
10188.1,265.2519894,0.19081227299999998
10234.2,265.2519894,0.18419237845000003
10280.3,265.2519894,0.1775963915
10326.4,264.80288552800005,0.1710546217
10372.5,264.7256958,0.164582874
10418.6,264.5502646,0.1581785477
10464.7,263.8522427,0.1518375414
10510.8,262.4671916,0.14557085860000002
10556.9,261.7801047,0.13936899635
10603.0,260.892624,0.1332376564
10649.1,259.127918698,0.12720014615
10695.2,258.3979328,0.1212648682
10741.3,257.0694087,0.11544232595000001
10787.4,256.581635998,0.10972761780000001
10833.5,255.1020408,0.10414235064999999
10879.6,253.8071066,0.098701029
10925.7,251.8891688,0.0933836466
10971.8,251.14293270000005,0.08817709925
11017.9,250.131578944,0.0831014933
11064.0,248.7562189,0.0781751346
11110.1,246.90749858499998,0.0733903207
11156.2,245.7002457,0.06875235325000001
11202.3,244.4987775,0.0642611322
11248.4,243.3090024,0.059923659850000005
11294.5,241.867564995,0.0557475385
11340.6,240.35002768599998,0.05172356534999999
11386.7,238.85190304899996,0.04784493815
11432.8,237.5296912,0.04411925935
11478.9,236.9668246,0.04055073025000001
11525.0,235.5715871,0.0371393509
11571.1,234.13184795299998,0.03388352075
11617.2,232.70992570799996,0.0307765377
11663.3,231.30506373100005,0.027819001949999998
11709.4,229.91683884,0.02501571495
11755.5,228.8329519,0.022366976900000002
11801.6,227.2727273,0.01985788305
11847.7,225.85109750799995,0.0174882333
11893.8,224.7191011,0.01525992825
11939.9,223.219279308,0.013171567500000002
11986.0,221.92658288,0.0112193498
12032.1,220.7505519,0.00939927395
12078.2,219.7802198,0.00770973935
12124.3,218.3406114,0.0061453444
12170.4,216.9197397,0.00470058725
12216.5,215.9827214,0.00336986625
12262.6,214.47280147599997,0.0021498802
12308.7,213.27884387499995,0.001036728
12354.8,212.09831231600003,2.7308649999999998e-05
12400.9,210.93049075300002,-0.00088478
12447.0,209.77573421,-0.0017066400000000002
12493.1,208.63343769099998,-0.002443873
12539.2,207.07370087599995,-0.0031013815
12585.3,206.38578850400003,-0.0036840655
12631.4,204.9180328,-0.0041983285
12677.5,204.0816327,-0.0046479705
12723.6,202.8397566,-0.005038894499999999
12769.7,201.62512216399998,-0.0053780015
12815.8,200.8032129,-0.005669494000000001
12861.9,199.92415169600002,-0.0059182725
12908.0,198.88636314000001,-0.006128939
12954.1,197.859351165,-0.0063069955
13000.2,196.45594974399998,-0.006457043
13046.3,195.45391999400002,-0.0065815825
13092.4,194.46186394400002,-0.0066837145
13138.5,193.479825485,-0.006766641
13184.6,192.50778125399998,-0.006833462
13230.7,191.54524073899998,-0.006887079000000001
13276.8,190.4761905,-0.006928092
13322.9,189.649100123,-0.006958902
13369.0,187.9699248,-0.0069840095
13415.1,186.38997750099998,-0.007004516
13461.2,184.76118499199995,-0.0070209215
13507.3,183.91493336400003,-0.0070338255
13553.4,182.036761062,-0.007043228499999999
13599.5,179.56556193,-0.007050030499999999
13645.6,177.758955268,-0.0070563325
13691.7,176.31405714999997,-0.007063935
13737.8,174.89253301400004,-0.0070720375
13783.9,173.493765638,-0.0070810405
13830.0,172.1170396,-0.007091043500000001
13876.1,170.58489494399998,-0.007101047
13922.2,169.141857564,-0.0071115499999999995
13968.3,167.83317354000002,-0.0071219535
14014.4,166.82248194000002,-0.007133257
14060.5,165.82375103,-0.0071469615
14106.6,164.565811144,-0.007162566
14152.7,163.593915459,-0.007178171
14198.8,162.36933794400002,-0.007192676
14244.9,161.684207192,-0.0072079805
14291.0,160.74589815,-0.0072356895
14337.1,159.818530319,-0.0072641985
14383.2,158.90175887599997,-0.0072778025000000005
14429.3,158.4786054,-0.0072861055
14475.4,156.96654245000002,-0.0072933075
14521.5,156.70301852,-0.007300109999999999
14567.6,155.70510119600002,-0.0073061115
14613.7,154.71023680599998,-0.0073113135
14659.8,154.325758054,-0.007316115
14705.9,154.3209877,-0.007319616
14752.0,157.03616352,-0.0073208165000000006
14798.1,155.0387597,-0.0073197159999999995
14844.2,153.74689822399998,-0.0073151145
14890.3,152.43206371300002,-0.007307412
14936.4,151.59792154800002,-0.007297109
14982.5,150.8295626,-0.0072841045
15028.6,150.1501502,-0.0072689
15074.7,149.4768311,-0.0072513945
15120.8,148.8095238,-0.007231687999999999
15166.9,147.9289941,-0.0072102814999999995
15213.0,147.42745928,-0.007185973500000001
15259.1,146.862313186,-0.0071566645
15305.2,146.30157627199998,-0.0071220534999999995
15351.3,145.7725948,-0.0070812405
15397.4,145.403845504,-0.0070331255
15443.5,144.854128635,-0.006974607000000001
15489.6,144.308485348,-0.0069018840000000005
15535.7,143.8848921,-0.006816856999999999
15581.8,143.2664756,-0.006723727499999999
15627.9,142.8571429,-0.0066263965
15674.0,142.2475107,-0.0065277655
15720.1,141.6430595,-0.006428334
15766.2,141.2429379,-0.0063288025
15812.3,140.601542383,-0.006229371
15858.4,140.2524544,-0.0061295394999999996
15904.5,140.0560224,-0.0060291075
15950.6,139.45835902599998,-0.005928776
15996.7,140.31745905399998,-0.005828444
16042.8,139.4700139,-0.005727612
16088.9,138.738693552,-0.0056271805
16135.0,138.121547,-0.005527149
16181.1,137.59332159700003,-0.0054275174999999995
16227.2,137.415541832,-0.005328486
16273.3,136.9863014,-0.005230655
16319.4,136.62323492200002,-0.0051336245
16365.5,136.13783389,-0.0050369935
16411.6,139.02032988800005,-0.004940363
16457.7,137.97485237499998,-0.0048430325
16503.8,138.78221230199986,-0.0047459015
16549.9,139.27770847899998,-0.004648971
16596.0,138.58099514,-0.0045525405000000005
16642.1,138.121547,-0.00445711
16688.2,137.7410468,-0.00436218
16734.3,136.905721206,-0.0042681505
16780.4,136.425648,-0.004174321
16826.5,136.11929787,-0.004080491
16872.6,135.63740792200002,-0.003988462
16918.7,134.97647441799998,-0.0038980335
16964.8,134.322003336,-0.0038071044999999997
17010.9,134.032107008,-0.003716176
17057.0,133.5113485,-0.0036255470000000002
17103.1,132.74752446900004,-0.0035350185
17149.2,132.464384188,-0.00344559
17195.3,132.1003963,-0.0033574625
17241.4,131.5789474,-0.003270935
17287.5,131.147710425,-0.003186008
17333.6,130.3780965,-0.0031020815
17379.7,130.2083333,-0.003018555
17425.8,129.7016861,-0.0029352285
17471.9,129.3661061,-0.0028533029999999997
